admin3Pcod,admin3Name,admin2Pcod,admin1Pcod,admin0Pcod,area,agg_level,agg_title,year,flood_pop,flood_pop_s,wrsi_75,wrsi_90,wrsi_75_long,wrsi_90_long,pop_wp,pop_dens_wp,city_mtr,conf_count,conf_pop_buffer,conf_share,pov_2021_22_std,number_poor_2021_22_std,ipc_p_2019_2023_std,pti_need,pti_access
NER003002001,Dioundiou,NER003002,NER003,NE,770.9515790943403,admin3,Commune,NA,0.6458904213213178,0.9405148146120023,NA,NA,NA,-0.587734612428191,-0.2646602198524127,-0.07991342985097499,-0.32573686464695245,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.173405043586419,-0.20729978161822843,0.2949601946797987
NER003002002,Karakara,NER003002,NER003,NE,690.0335278656872,admin3,Commune,NA,0.1894546855562767,0.6681026492648232,NA,NA,NA,-0.587734612428191,-0.515032219068911,0.17111054341976567,-0.5200986948437056,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.173405043586419,-0.3356351178562616,0.5113028386327456
NER003002003,Zabori,NER003002,NER003,NE,127.18525730156061,admin3,Commune,NA,-0.624264666104809,0.7084363357022513,NA,NA,NA,-0.587734612428191,-1.3629952820344242,-0.13616176513077155,-0.48374068192548053,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.173405043586419,-0.3166336272140584,0.34438711812667233
NER003003001,Dan-Kassari,NER003003,NER003,NE,1617.5305382908057,admin3,Commune,NA,-0.40862770225972356,-0.5935967266995892,NA,NA,NA,-0.587734612428191,0.34614442859014705,-0.32043926754217383,-0.05099229273061241,-0.11666786564039211,NA,NA,0.47977319039600014,0.04416910979567472,-0.2920973512088697,-0.5148403840860398,-0.07421124822915243
NER003003002,Dogondoutchi,NER003003,NER003,NE,682.5159701949386,admin3,Commune,NA,0.01107997257662705,-0.15184020803916404,NA,NA,NA,-0.587734612428191,0.18358797775213717,0.06576738186597411,-0.34411735067641985,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-0.2920973512088697,-0.30672570137583277,0.374651677094554
NER003003003,Dogonkiria,NER003003,NER003,NE,2622.8142533453674,admin3,Commune,NA,-0.39263066906161176,-0.49602444319251904,NA,-0.13736667687737403,-0.26333589651341377,0.49045440071593877,0.035252302443553055,-0.12206368532975975,0.5213653215203392,-0.06771888731177335,NA,NA,0.47977319039600014,0.04416910979567472,-0.2920973512088697,0.039069244542666186,-0.2796466533996266
NER003003004,Kiéché,NER003003,NER003,NE,446.4549975141595,admin3,Commune,NA,0.6035692109787479,1.0967884257468972,NA,NA,NA,-0.587734612428191,-0.40106411554708676,0.25783512988409113,-0.2576026701856427,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-0.2920973512088697,0.2815122554318093,0.42592324778321256
NER003003005,Matankari,NER003003,NER003,NE,1527.916459438418,admin3,Commune,NA,0.5465792040314948,0.41837926068133474,NA,-0.13736667687737403,-0.26333589651341377,0.49045440071593877,0.11268656692280037,-0.2539539982890082,-0.101757916493385,-0.2635148006262484,NA,NA,0.47977319039600014,0.04416910979567472,-0.2920973512088697,0.4698514258171162,0.054072190370185
NER003003006,Soucoucoutane,NER003003,NER003,NE,1359.3769704686672,admin3,Commune,NA,-0.005265144747720483,0.5707550548094202,NA,-0.13736667687737403,-0.26333589651341377,-0.587734612428191,-0.6598249378903976,-0.07602228737244666,0.7357930946471268,-0.31246377895486716,NA,NA,0.47977319039600014,0.04416910979567472,-0.2920973512088697,0.03369413965254563,-0.24255610580332648
NER003004001,Dosso,NER003004,NER003,NE,597.9624732583899,admin3,Commune,NA,-0.25983657490267426,-0.5325867196820936,NA,NA,NA,-0.587734612428191,0.626679017758152,0.20209754527148835,-1.0853073819363073,-0.31246377895486716,NA,NA,0.47977319039600014,0.04416910979567472,-0.7535404701866545,-0.7034873117985794,0.7771236154680714
NER003004002,Farey,NER003004,NER003,NE,1129.1463615950051,admin3,Commune,NA,-0.303577850363595,-0.0033019382981026926,NA,NA,NA,-0.587734612428191,-0.6187330415563126,-0.4151474049538247,-0.5591152005276602,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-0.7535404701866545,-0.4541374331027463,0.2454846206509918
NER003004003,Garankédey,NER003004,NER003,NE,676.3518952057412,admin3,Commune,NA,-0.31213057911894804,0.13586732958443595,NA,NA,NA,-0.587734612428191,-0.7541546823248654,-0.2607046291990699,-0.6604936989676811,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-0.7535404701866545,-0.38857378705579326,0.36974778846601364
NER003004004,Gollé,NER003004,NER003,NE,1303.1509566638747,admin3,Commune,NA,-0.42261282649356213,0.16218513979745028,NA,NA,NA,-0.587734612428191,-0.9364824364746684,-0.17892695195271036,-0.5818002904372274,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-0.7535404701866545,-0.37617527681146756,0.3712459476876718
NER003004005,Goroubankassam,NER003004,NER003,NE,537.1006243063221,admin3,Commune,NA,-0.4367277350426245,-0.0569770141660014,NA,NA,NA,-0.587734612428191,-0.8022440276801716,-0.2545120513672139,-0.7819838105947516,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-0.7535404701866545,-0.47942414854854776,0.4317686486045953
NER003004006,Karguibangou,NER003004,NER003,NE,731.0278823546053,admin3,Commune,NA,0.062323098355924686,0.43966588745346324,NA,NA,NA,-0.587734612428191,-0.4911744770376777,-0.3392664347270288,-0.7670858346740836,-0.31246377895486716,NA,NA,0.47977319039600014,0.04416910979567472,-0.7535404701866545,-0.24545209488370412,0.35958671998673825
NER003004007,Mokko,NER003004,NER003,NE,1045.9016996079306,admin3,Commune,NA,-0.5886132316112593,-0.6134143550932354,NA,NA,NA,-0.587734612428191,-0.3165056297258773,-0.4145151678505444,-0.5522172138717301,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-0.7535404701866545,-0.7415657939199414,0.24244108218610627
NER003004008,Sambéra,NER003004,NER003,NE,1077.3686820329476,admin3,Commune,NA,0.34725685603600803,0.6670564472649902,NA,NA,NA,-0.587734612428191,-0.35109539004568735,-0.20080766282598134,-0.1918042164631407,-0.2635148006262484,NA,NA,0.47977319039600014,0.04416910979567472,-0.7535404701866545,-0.1383267617930353,0.12362688453182673
NER003004009,Tessa,NER003004,NER003,NE,571.6673609357754,admin3,Commune,NA,-0.2647902736824166,0.6224745318012266,NA,NA,NA,-0.587734612428191,-0.9663851679981539,-0.30616259229665876,-0.4687847948365362,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-0.7535404701866545,-0.15932962377567078,0.2545458518195383
NER003004010,Tombokoirey I,NER003004,NER003,NE,459.84537368444575,admin3,Commune,NA,-0.6125992204384791,-0.33821423714265614,NA,NA,NA,-0.587734612428191,-0.9055738265316051,-0.5184379879849045,-0.5112890275890897,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-0.7535404701866545,-0.6119170330985492,0.17208084738848706
NER003004011,Tombokoirey II,NER003004,NER003,NE,885.9909912392461,admin3,Commune,NA,-0.35040517645207886,-0.42621640300684555,NA,NA,NA,-0.587734612428191,-0.03619961381888366,-0.2374636855798728,-0.4115829582226508,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-0.7535404701866545,-0.6533754882723936,0.26013046301371934
NER003005001,Falmey,NER003005,NER003,NE,1156.851932168151,admin3,Commune,NA,0.8432948135374422,0.5735506861500624,NA,NA,NA,-0.587734612428191,0.2674137805690869,-0.47094429063779353,-0.13954689193805045,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.050120908098244,-0.3220991841813032,0.014579723881290337
NER003005002,Guilladjé,NER003005,NER003,NE,401.4109160113496,admin3,Commune,NA,-0.2570637855842488,0.5484921806360467,NA,NA,NA,-0.587734612428191,-0.9259508986440735,-0.8456933154391313,0.11798894060679219,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.050120908098244,-0.33390442689748395,-0.29254766254351744
NER003006001,Bana,NER003006,NER003,NE,281.33466274983556,admin3,Commune,NA,-0.7388149531446774,-0.40076119556918793,NA,NA,NA,-0.587734612428191,-1.1838774143964086,0.406645630634012,-0.3030911788136358,-0.31246377895486716,NA,NA,0.47977319039600014,0.04416910979567472,-1.2041787230593088,-0.8536822881874007,0.49652587986316044
NER003006002,Bengou,NER003006,NER003,NE,176.78792768041552,admin3,Commune,NA,-0.4558223424478975,0.645673832373246,NA,NA,NA,-0.587734612428191,-1.1759264062541805,0.704443958489281,-0.2772377913293348,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.2041787230593088,-0.3606991976888744,0.6523975719094862
NER003006003,Gaya,NER003006,NER003,NE,285.61368877830876,admin3,Commune,NA,0.20870554549866296,0.1705061689111585,NA,NA,NA,-0.587734612428191,-0.01840878217923616,0.9520257006991693,-0.28929269902946964,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.2041787230593088,-0.5845541117384355,0.7785140284092489
NER003006004,Tanda,NER003006,NER003,NE,429.09565949239675,admin3,Commune,NA,0.010340302811172649,0.23130419723014917,NA,NA,NA,-0.587734612428191,-0.37285440105464895,-0.017657342257471145,-0.1101287179342583,-0.21456582229762963,NA,NA,0.47977319039600014,0.04416910979567472,-1.2041787230593088,-0.5559117220089493,0.14914089915876197
NER003006005,Tounouga,NER003006,NER003,NE,230.08306176745808,admin3,Commune,NA,0.3917841116478932,1.057430571636969,NA,NA,NA,-0.587734612428191,-0.5557286169765099,0.749295643123779,-0.08852246033718282,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.2041787230593088,-0.16671762746663524,0.5825169394793192
NER003006006,Yélou,NER003006,NER003,NE,1087.3422422113508,admin3,Commune,NA,0.42363773441776464,0.3076318179016569,NA,NA,NA,-0.587734612428191,0.09687996685065349,-0.08558129703580201,-0.3774231798067321,-0.2635148006262484,NA,NA,0.47977319039600014,0.04416910979567472,-1.2041787230593088,-0.5199532292939013,0.2697601321993059
NER003007001,Falwel,NER003007,NER003,NE,1151.708263305827,admin3,Commune,NA,-0.43684945285212967,-0.4707528129055396,NA,NA,NA,-0.587734612428191,-0.17925824052610556,-0.4774028580027906,-0.1945970095124222,-0.31246377895486716,NA,NA,0.47977319039600014,0.04416910979567472,-0.42538213392984686,-0.5197591527564728,0.014406105989255206
NER003007002,Loga,NER003007,NER003,NE,1289.9685860117902,admin3,Commune,NA,0.16409856112043333,-0.1367449172825735,NA,-0.13736667687737403,-0.26333589651341377,-0.587734612428191,0.45328328520181693,-0.16634808714731808,-0.1672410793158293,-0.21456582229762963,NA,NA,0.47977319039600014,0.04416910979567472,-0.42538213392984686,-0.3624056236425971,0.10465742109800845
NER003007003,Sokorbé,NER003007,NER003,NE,407.43737562433165,admin3,Commune,NA,-0.535449593258376,-0.31603786419755986,NA,NA,NA,-0.587734612428191,-0.7389882576429625,-0.20313540293470098,-0.5249839259479642,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-0.42538213392984686,-0.4468718243283033,0.33188878212832984
NER003008001,Doumega,NER003008,NER003,NE,243.15355574756057,admin3,Commune,NA,-0.5439402747398304,-0.1861710263420904,NA,NA,NA,-0.587734612428191,-0.8961054877893954,0.5045060122526658,-0.38673000292871584,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.0933000383139089,-0.7003515631945041,0.608464269111446
NER003008002,Guéchémé,NER003008,NER003,NE,1155.366071765222,admin3,Commune,NA,1.024406304649273,0.19176222361404785,NA,NA,NA,-0.587734612428191,1.1251171362172463,0.6722201716471997,-0.3812543518712896,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.0933000383139089,-0.5223044827829542,0.6872703459360158
NER003008003,Koré Maïroua,NER003008,NER003,NE,778.9472464474859,admin3,Commune,NA,0.36064451867887026,0.5751012064341804,NA,NA,NA,-0.587734612428191,-0.26230283640629026,-0.27079596404390976,-0.4376889747993626,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.0933000383139089,-0.3417107226229813,0.25662036325205406
NER003008004,Tibiri,NER003008,NER003,NE,609.7142999364871,admin3,Commune,NA,2.36308527782004,1.8711993974690218,NA,NA,NA,-0.587734612428191,0.331626408503416,-0.018546858327962247,-0.33933354426546886,-0.31246377895486716,NA,NA,0.47977319039600014,0.04416910979567472,-1.0933000383139089,0.2688904850432584,0.30759642268042714
NER004001001,Aguié,NER004001,NER004,NE,1176.1669857407267,admin3,Commune,NA,-0.15248722870892686,-0.702844372695972,NA,NA,NA,-0.587734612428191,2.3809287113763524,0.003911403446589997,-0.31154113814733186,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.950872509630139,-0.7784763492059752,0.3287819845605551
NER004001002,Tchadoua,NER004001,NER004,NE,575.87666585466,admin3,Commune,NA,0.1331483149686821,-0.287857307356262,NA,NA,NA,-0.587734612428191,0.8070725540428173,0.01343603233316112,-0.6667469684854918,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.950872509630139,-0.5829729490662215,0.5059469306916002
NER004002001,Bermo,NER004002,NER004,NE,571.9770704562018,admin3,Commune,NA,-0.4683354014104486,-0.08374762896599525,NA,-0.13736667687737403,-0.26333589651341377,1.5686434138600687,-0.8370069560105741,0.09644945622427165,1.388490141107822,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,0.3305866508409438,1.1327744915972835,-0.452045181561661
NER004002002,Gadabedji,NER004002,NER004,NE,5105.804217611429,admin3,Commune,NA,-0.6374953919980194,-0.2035339881648373,NA,-0.13736667687737403,-0.26333589651341377,-0.587734612428191,-1.0789770788786501,-0.8870758297128469,1.334153085759445,-0.31246377895486716,NA,NA,0.6881867225200929,1.130894832338123,0.3305866508409438,0.06045702966515115,-0.92716762210299275
NER004003001,Adjekoria,NER004003,NER004,NE,1190.8768036628956,admin3,Commune,NA,-0.4688059595811006,-0.6636604157913949,NA,-0.13736667687737403,3.7619413787630536,1.5686434138600687,0.4384104161232862,0.4080410517588615,0.8610155184078069,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.7735589135337223,0.3394024537872757,-0.044475378727289225
NER004003002,Azagor,NER004003,NER004,NE,162.84293851169687,admin3,Commune,NA,-0.8125897649975223,0.07248629062070283,NA,-0.13736667687737403,-0.26333589651341377,2.6468324270041985,-1.4995868709958022,-0.3997453938131643,0.38365063978717584,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.7735589135337223,1.19414909963245,-0.2049750508246232
NER004003003,Bader Goula,NER004003,NER004,NE,1729.9785209414172,admin3,Commune,NA,0.899440718279133,0.7319068980862696,NA,-0.13736667687737403,-0.26333589651341377,0.49045440071593877,0.1514603104170134,-0.3936999726282488,0.9629797444516787,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.7735589135337223,0.4889216607851858,-0.4834430820314376
NER004003004,Birni Lallé,NER004003,NER004,NE,688.531695782491,admin3,Commune,NA,-0.8189754846094487,-0.8457662157870298,NA,-0.13736667687737403,-0.26333589651341377,0.49045440071593877,-0.8332784877054925,0.04717707285138097,0.23660372046864828,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.7735589135337223,-0.2543315242720702,0.08354089734942977
NER004003005,Dakoro,NER004003,NER004,NE,327.85570277663885,admin3,Commune,NA,-0.3981018485876822,-0.556921682537191,NA,-0.13736667687737403,-0.26333589651341377,1.5686434138600687,0.23099798805237062,2.246866209181661,0.09716283708743385,-0.31246377895486716,NA,NA,0.6881867225200929,1.130894832338123,-0.7735589135337223,0.389687841021513,1.1959782893056048
NER004003006,Dan-Goulbi,NER004003,NER004,NE,1113.3463246301408,admin3,Commune,NA,-0.006955581852392367,0.015703344642834977,NA,NA,NA,-0.587734612428191,-0.13958552733495408,0.09387620506522709,0.11135471644351522,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.7735589135337223,-0.3564296218293559,0.1670633494058462
NER004003007,Korahane,NER004003,NER004,NE,279.2687596825873,admin3,Commune,NA,-0.5960474529218697,0.6044975300615077,NA,-0.13736667687737403,-0.26333589651341377,0.49045440071593877,-1.3146930414723224,-0.140343990494624,0.5416018794373342,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.7735589135337223,0.4288981883954919,-0.15569643335050604
NER004003008,Kornaka,NER004003,NER004,NE,2203.235021703436,admin3,Commune,NA,1.4807475470616096,0.10463957976534172,NA,-0.13736667687737403,-0.26333589651341377,1.5686434138600687,2.0436056559473137,-0.15094411468717672,0.17187494752021884,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.7735589135337223,0.7013541241019665,0.01874658322665777
NER004003009,Maïyara,NER004003,NER004,NE,587.5004502163055,admin3,Commune,NA,-0.4460538040225702,-0.5416687370255435,NA,NA,NA,-0.587734612428191,3.204625878656941e-4,0.07991910952337741,0.02660261059425112,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.7735589135337223,-0.6190116303069907,0.2014514677278528
NER004003010,Roumbou I,NER004003,NER004,NE,507.9724667230404,admin3,Commune,NA,-0.5266003123843026,0.8582642739157806,NA,-0.13736667687737403,-0.26333589651341377,2.6468324270041985,-1.2946477269188605,-0.46757209021958546,0.5363028472423916,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.7735589135337223,1.5643347760544142,-0.31207094078321584
NER004003011,Sabon Machi,NER004003,NER004,NE,328.7631319471846,admin3,Commune,NA,-0.25244463072471446,0.18385445780254273,NA,NA,NA,-0.587734612428191,-0.7030891315011517,0.31224074782564076,-0.46691071132243844,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.7735589135337223,-0.27721241940138025,0.5540200793556164
NER004003012,Tagriss,NER004003,NER004,NE,1612.9694346821816,admin3,Commune,NA,-0.30938476217901945,-0.29466661607300276,NA,-0.13736667687737403,-0.26333589651341377,-0.587734612428191,-0.22599501673354025,-0.5193537511249205,1.2372162602606231,-0.31246377895486716,NA,NA,0.6881867225200929,1.130894832338123,-0.7735589135337223,-0.5026471492877516,-0.7014632214153704
NER004004001,Gangara,NER004004,NER004,NE,278.83335497586694,admin3,Commune,NA,-0.40002923929784046,-0.38212629798845027,NA,NA,NA,-0.587734612428191,-0.27995547415628846,-0.14576288547710087,-0.38645044383153027,-0.31246377895486716,NA,NA,0.6881867225200929,1.130894832338123,-0.8656037652382973,-0.5872130299965569,0.2686889027174293
NER004004002,Gazaoua,NER004004,NER004,NE,694.3184508794757,admin3,Commune,NA,1.0266047155471048,0.15465631646758168,NA,NA,NA,-0.587734612428191,1.2151088836506023,-0.3938042686759432,-0.3058786091779838,-0.2635148006262484,NA,NA,0.6881867225200929,1.130894832338123,-0.8656037652382973,-0.33433086805217394,0.08529104148667288
NER004005001,Chadakori,NER004005,NER004,NE,1338.009150912377,admin3,Commune,NA,0.047950385724540565,-0.44776941131810255,NA,NA,NA,-0.587734612428191,1.2231777609651366,0.5864565163568198,-0.6274008908383414,-0.31246377895486716,NA,NA,0.6881867225200929,1.130894832338123,-0.3985822944677115,-0.39812079031921804,0.7413984872492575
NER004005002,Guidan Roumdji,NER004005,NER004,NE,1071.9532441434271,admin3,Commune,NA,-0.3631140642454255,-0.6546077050506516,NA,NA,NA,-0.587734612428191,0.8815950988060655,1.027452971581321,-0.4679816161876372,0.1280770260027017,NA,NA,0.6881867225200929,1.130894832338123,-0.3985822944677115,-0.4955638025989287,0.6641831594956904
NER004005003,Guidan Sori,NER004005,NER004,NE,708.6151937944971,admin3,Commune,NA,-0.14553692571906507,-0.4894964263370868,NA,NA,NA,-0.587734612428191,0.8166022571148764,1.0845682100717102,-0.4744023238844857,0.5196688526316517,NA,NA,0.6881867225200929,1.130894832338123,-0.3985822944677115,-0.41777868810746843,0.5048326009764814
NER004005004,Saé Saboua,NER004005,NER004,NE,647.9194788486591,admin3,Commune,NA,0.11158611304840267,-0.35037329780801585,NA,NA,NA,-0.587734612428191,0.9767777719547291,0.5607798446857151,-0.7424576458269267,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-0.3985822944677115,-0.35223677864277675,0.8085907387737978
NER004005005,Tibiri,NER004005,NER004,NE,900.5905091628966,admin3,Commune,NA,-0.21167254959199458,-0.665064160453915,NA,NA,NA,-0.587734612428191,1.6809182045710398,0.737968446262454,-1.0143219677547777,1.302852505889552,NA,NA,0.6881867225200929,1.130894832338123,-0.3985822944677115,-0.500489914170802,0.21831092185703277
NER004006001,Dan-Issa,NER004006,NER004,NE,1059.4663564253633,admin3,Commune,NA,-0.0033883857654214765,-0.39701130762186715,NA,NA,NA,-0.587734612428191,0.851171444422367,-0.4556071184117396,-0.6172113231442605,0.32387293931717676,NA,NA,0.6881867225200929,1.130894832338123,-0.20123349300571505,-0.2812358374909202,-0.07882075898610359
NER004006002,Djiratawa,NER004006,NER004,NE,527.1158831034156,admin3,Commune,NA,-0.1575885733522701,-0.44973323789940656,NA,NA,NA,-0.587734612428191,0.6116839875512968,0.09743738438401423,-0.9681538335328005,-0.31246377895486716,NA,NA,0.6881867225200929,1.130894832338123,-0.20123349300571505,-0.3060735191732454,0.6693793542917641
NER004006003,Gabi,NER004006,NER004,NE,782.0608448646555,admin3,Commune,NA,-0.38679073498840144,-0.6154867546295598,NA,NA,NA,-0.587734612428191,0.5434516767754332,0.16482336076588594,-0.6563973363041565,2.18393411580469,NA,NA,0.6881867225200929,1.130894832338123,-0.20123349300571505,-0.3841611966273351,-0.6619273036185347
NER004006004,Madarounfa,NER004006,NER004,NE,310.8917521175309,admin3,Commune,NA,0.09017134092460671,-0.10853984373066548,NA,NA,NA,-0.587734612428191,0.24830585049246345,0.24203300956931104,-0.8152074798944794,0.22597498265993923,NA,NA,0.6881867225200929,1.130894832338123,-0.20123349300571505,-0.1453348498592811,0.4037806687342176
NER004006005,Safo,NER004006,NER004,NE,751.209430960189,admin3,Commune,NA,0.2393842673061335,-0.03269911252979668,NA,NA,NA,-0.587734612428191,0.36693026517497657,0.8528406208287153,-0.9681195006912153,1.498648419204027,NA,NA,0.6881867225200929,1.130894832338123,-0.20123349300571505,-0.10960573428620311,0.15656036926441202
NER004006006,Sarkin Yamma,NER004006,NER004,NE,236.44738618329723,admin3,Commune,NA,-0.3746015966461163,-0.06206242154496789,NA,NA,NA,-0.587734612428191,-0.6851830200510934,1.100946150711759,-0.9953824291072495,0.6175668092888893,NA,NA,0.6881867225200929,1.130894832338123,-0.20123349300571505,-0.12343900098602413,0.7182968759272004
NER004007001,Maradi I,NER004007,NER004,NE,10.193593353891954,admin3,Commune,NA,-0.6109294537547114,-0.8593990503357407,NA,NA,NA,-0.587734612428191,1.3618702269267955,9.7226776915752,-1.0817233979519676,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-1.0362614510359065,-0.8924577334855045,5.423706078412858
NER004007002,Maradi II,NER004007,NER004,NE,10.856208877507358,admin3,Commune,NA,-0.8022218023715684,-0.9280315830954059,NA,NA,NA,-0.587734612428191,0.10268723163848334,5.439172558646606,-1.0789242585730976,-0.16561684396901086,NA,NA,0.6881867225200929,1.130894832338123,-1.0362614510359065,-0.9247910147740037,3.2465612366370142
NER004007003,Maradi III,NER004007,NER004,NE,52.937412457296134,admin3,Commune,NA,-0.5302094254920616,-0.743645286137791,NA,NA,NA,-0.587734612428191,0.6433691222972868,1.5007668954960538,-1.0725105675414541,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-1.0362614510359065,-0.8379253001405056,1.4255026462545015
NER004008001,Attantane,NER004008,NER004,NE,704.8696817409517,admin3,Commune,NA,-0.329589306366709,-0.4966881298064492,NA,-0.13736667687737403,-0.26333589651341377,1.5686434138600687,0.24461349137107366,0.11807427259114195,0.7502747921498318,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-1.1847161658709107,0.22436515462279336,-0.13153302144933615
NER004008002,El Allassane Maïreyrey,NER004008,NER004,NE,1219.6320119305287,admin3,Commune,NA,-0.26174689631055276,-0.36282884558919176,NA,-0.13736667687737403,-0.26333589651341377,-0.587734612428191,0.044142823305273214,0.14329961003815317,0.7773886437537201,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-1.1847161658709107,-0.7284580149320821,-0.13245035231767657
NER004008003,Guidan Amoumoune,NER004008,NER004,NE,1156.3804792475466,admin3,Commune,NA,-0.14592570248575668,-0.4575842432526473,NA,-0.13736667687737403,-0.26333589651341377,1.5686434138600687,0.6783326020270931,-0.1964454575568155,1.0697764491012784,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-1.1847161658709107,0.24278727766821712,-0.4395039135161974
NER004008004,Issawane,NER004008,NER004,NE,534.7170235835345,admin3,Commune,NA,-0.28939441252711,-0.011870036064639877,NA,-0.13736667687737403,-0.26333589651341377,-0.587734612428191,-0.5856472393784765,0.16226706925176515,0.4283156265375548,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-1.1847161658709107,-0.5631187879976649,0.04632240858450482
NER004008005,Kanan-Bakaché,NER004008,NER004,NE,699.3255654724574,admin3,Commune,NA,0.1375660952747393,-0.2168045734548142,NA,NA,NA,-0.587734612428191,0.6024960802494278,0.4328193237359437,-0.025042959818044636,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-1.1847161658709107,-0.6596649269310528,0.39795639438780117
NER004008006,Mayahi,NER004008,NER004,NE,800.3349545252721,admin3,Commune,NA,0.936492627805717,0.32249911411775717,NA,NA,NA,-0.587734612428191,0.743323457358472,0.2059802656134219,-0.08936381897120622,-0.36141275728348593,NA,NA,0.6881867225200929,1.130894832338123,-1.1847161658709107,-0.405595069254802,0.3190144600428539
