admin3Pcod,admin3Name,admin2Pcod,admin1Pcod,admin0Pcod,area,agg_level,agg_title,year,flood_pop,flood_pop_s,wrsi_75,wrsi_90,wrsi_75_long,wrsi_90_long,pop_wp,pop_dens_wp,city_mtr,conf_count,conf_pop_buffer,conf_share,pov_2021_22_std,number_poor_2021_22_std,ipc_p_2019_2023_std,pti_need,pti_access
NER001005001,Ingall,NER001005,NER001,NE,61278.42647643998,admin3,Commune,NA,-0.42753692407821176,-0.36135495181813704,NA,-0.13736667687737403,-0.26333589651341377,-0.587734612428191,-0.3944996220230574,-0.652544995758729,0.09339193693832466,0.42177089597441425,NA,NA,-1.2678732437842424,-1.2326649208662268,-0.26609866184531933,-1.2165102808873367,-0.5672048750825928
NER001006001,Agadez,NER001006,NER001,NE,409.7337716332603,admin3,Commune,NA,2.1490739669555734,0.8508930777249176,NA,-0.13736667687737403,-0.26333589651341377,-0.587734612428191,1.204207457246788,0.5769983415891337,-1.0910317256859603,0.470719874303033,NA,NA,-1.2678732437842424,-1.2326649208662268,-0.47490488175672346,-0.7437816056820392,0.5815839902456471
NER001006002,Dabaga,NER001006,NER001,NE,3229.8707235675356,admin3,Commune,NA,-0.5930444801009718,-0.08240881155629505,NA,NA,NA,-0.587734612428191,-1.069089937452896,-0.7874431075137931,-0.5244431691204849,-0.36141275728348593,NA,NA,-1.2678732437842424,-1.2326649208662268,-0.47490488175672346,-1.1834668584307428,0.04780325118539047
NER001006003,Tabelot,NER001006,NER001,NE,18251.646204980156,admin3,Commune,NA,-0.6296313591739922,-0.5171110110060746,NA,NA,NA,-0.587734612428191,-0.7059455169081537,-0.9874171651032051,0.5089932576384306,-0.11666786564039211,NA,NA,-1.2678732437842424,-1.2326649208662268,-0.47490488175672346,-1.38825820047195,-0.670199073373627
NER001006004,Tchirozerine,NER001006,NER001,NE,9052.64552352978,admin3,Commune,NA,-0.33736419349918884,-0.38033515196837026,NA,-0.13736667687737403,-0.26333589651341377,-0.587734612428191,-0.11452986845535416,-0.6031924290305866,-0.705678020950832,-0.01876990898315458,NA,NA,-1.2678732437842424,-1.2326649208662268,-0.47490488175672346,-1.3238221065975124,0.05889890395034798
NER002001001,Bosso,NER002001,NER002,NE,1719.878620042015,admin3,Commune,NA,3.7001783183486157,4.135856199377425,NA,-0.13736667687737403,-0.26333589651341377,1.5686434138600687,-0.0807018771227383,0.45823998552891354,2.0564048552882914,5.512464642150765,NA,NA,0.5985339740644776,-0.9342763742137826,2.5791491073250836,4.1377382322800065,-3.4539322466050857
NER002001002,Toumour,NER002001,NER002,NE,70.42288490788746,admin3,Commune,NA,0.17612968237747925,5.703696308930074,NA,-0.13736667687737403,3.7619413787630536,1.5686434138600687,-1.3642674922867617,1.2816150560216282,1.9623855635535086,1.6454953541898836,NA,NA,0.5985339740644776,-0.9342763742137826,2.5791491073250836,4.8763590180678955,-1.1299653090516557
NER002002001,Chetimari,NER002002,NER002,NE,2480.114504592603,admin3,Commune,NA,-0.14259848494391666,-0.183032717149936,NA,-0.13736667687737403,-0.26333589651341377,2.6468324270041985,-0.06745966756550069,-0.9307523090201024,1.3980091400250008,4.239791205606678,NA,NA,0.5985339740644776,-0.9342763742137826,1.4586245981765669,2.0831339502778974,-3.190622685294523
NER002002002,Diffa,NER002002,NER002,NE,356.4449475257635,admin3,Commune,NA,0.01942333229515672,0.1617278060498754,NA,-0.13736667687737403,-0.26333589651341377,1.5686434138600687,-0.2851957751011628,0.08800978312588448,1.4336938445338032,3.016066747391209,NA,NA,0.5985339740644776,-0.9342763742137826,1.4586245981765669,1.7376104978153448,-2.1186860804564867
NER002002003,Gueskérou,NER002002,NER002,NE,2543.978587437774,admin3,Commune,NA,0.759766290865206,2.172247557579044,NA,-0.13736667687737403,-0.26333589651341377,1.5686434138600687,-0.7334492223709252,-0.7435949262231513,1.6380154047431938,6.834087057023472,NA,NA,0.5985339740644776,-0.9342763742137826,1.4586245981765669,2.6847808563669355,-4.476452377390371
NER002003001,Goudoumaria,NER002003,NER002,NE,7890.900605872194,admin3,Commune,NA,0.12447394042619639,-0.28534952315816975,NA,-0.13736667687737403,-0.26333589651341377,1.5686434138600687,0.7783849781331937,-0.8417275851344587,0.7192763747922656,-0.36141275728348593,NA,NA,0.5985339740644776,-0.9342763742137826,0.2716904751362879,0.96781591513278,-0.5826919727168054
NER002004001,Foulatari,NER002004,NER002,NE,628.4986525703364,admin3,Commune,NA,-0.7652709402335854,-0.7022521204040411,NA,-0.13736667687737403,-0.26333589651341377,0.49045440071593877,-0.9012127735684112,-0.07846389938279728,2.4152468191715792,-0.36141275728348593,NA,NA,0.5985339740644776,-0.9342763742137826,0.3233833273789796,0.2878203476943203,-1.0357469300668694
NER002004002,Maïné Soroa,NER002004,NER002,NE,3448.8421862070254,admin3,Commune,NA,-0.35831082020181115,-0.5253853569076119,NA,-0.13736667687737403,-0.26333589651341377,1.5686434138600687,0.25215172685060944,-0.7955223016287497,1.1779243171939058,0.5686178309602705,NA,NA,0.5985339740644776,-0.9342763742137826,0.3233833273789796,0.8790861778652194,-1.234787772495693
NER002004003,N'Guelbely,NER002004,NER002,NE,3470.007083721672,admin3,Commune,NA,-0.7652818606258139,-0.5684734641815895,NA,-0.13736667687737403,-0.26333589651341377,1.5686434138600687,-1.1167546274573599,-0.8767889109356465,2.498075120091004,-0.31246377895486716,NA,NA,0.5985339740644776,-0.9342763742137826,0.3233833273789796,0.8587870596969138,-1.4875367876958714
NER002005001,N'Gourti,NER002005,NER002,NE,114071.66101607376,admin3,Commune,NA,-0.7701324143653566,-0.8415041644255418,NA,-0.13736667687737403,-0.26333589651341377,1.5686434138600687,-0.39863635821054744,-0.8402253874696299,3.2537373493964195,-0.2635148006262484,NA,NA,0.5985339740644776,-0.9342763742137826,-0.31221362024593113,0.430726020074069,-1.860609897303807
NER002006001,Kablewa,NER002006,NER002,NE,6667.686414722791,admin3,Commune,NA,-0.3722358777769945,0.45129866634329197,NA,-0.13736667687737403,-0.26333589651341377,0.49045440071593877,-1.0152084733033122,-0.8766545317082658,2.071186280246736,0.7154647659461268,NA,NA,0.5985339740644776,-0.9342763742137826,1.8371474946422168,1.5444116641629457,-1.7794218139881735
NER002006002,N'Guigmi,NER002006,NER002,NE,3148.0228883589707,admin3,Commune,NA,0.7826418927701813,1.569820580115455,NA,-0.13736667687737403,-0.26333589651341377,-0.587734612428191,-0.5065835923235283,-0.3305746743894687,2.197245516017257,6.491444208723141,NA,NA,0.5985339740644776,-0.9342763742137826,1.8371474946422168,1.5634127846046741,-4.381036601138214
NER003001001,Birni N'Gaouré,NER003001,NER003,NE,521.6425078966014,admin3,Commune,NA,2.0518094814471217,2.8385162669275266,NA,NA,NA,-0.587734612428191,-0.30409726564037376,-0.5291563105191198,-0.7828725007523185,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.1003680666758135,0.7212706411837045,0.2987940384306965
NER003001002,Fabidji,NER003001,NER003,NE,710.8099185663249,admin3,Commune,NA,-0.1115077951658133,0.34915534814792926,NA,NA,NA,-0.587734612428191,-0.6366693740520539,-0.618041463449345,-0.3843114903137605,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.1003680666758135,-0.45148524555227343,0.0620209061330049
NER003001003,Fakara,NER003001,NER003,NE,574.9609089711604,admin3,Commune,NA,-0.8384374511283945,-0.7921659818664584,NA,NA,NA,-0.587734612428191,-1.1589496629002984,-0.42099115634740186,-0.34276927660623424,-0.31246377895486716,NA,NA,0.47977319039600014,0.04416910979567472,-1.1003680666758135,-0.9891699574533105,0.1137811564848183
NER003001004,Harikanassou,NER003001,NER003,NE,186.53852149682683,admin3,Commune,NA,0.10332089760402276,1.9136709496431064,NA,NA,NA,-0.587734612428191,-1.0448790844946967,-0.34593249815593996,-0.5946227032734427,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.1003680666758135,0.2855693405072087,0.29635270577048933
NER003001005,Kankandi,NER003001,NER003,NE,218.76859437213662,admin3,Commune,NA,-0.44714605931254087,0.8641543678460777,NA,NA,NA,-0.587734612428191,-1.222096502384347,-0.922319356325231,-0.34821176062314785,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.1003680666758135,-0.20886549224211254,-0.10331484151578377
NER003001006,Kiota,NER003001,NER003,NE,179.50205828693163,admin3,Commune,NA,1.1536939535924335,4.582914910664476,NA,NA,NA,-0.587734612428191,-1.002124463116669,-0.536555792062183,-0.6388223313807064,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.1003680666758135,1.5430694260942062,0.22522856407218794
NER003001007,Koygolo,NER003001,NER003,NE,449.28519442973703,admin3,Commune,NA,1.8334517644477335,2.8833941412915514,NA,NA,NA,-0.587734612428191,-0.4174686099220901,-0.6874178906750751,-0.40594957428011524,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.1003680666758135,0.7424129315392588,0.03883238212020399
NER003001008,N'Gonga,NER003001,NER003,NE,246.19412332507036,admin3,Commune,NA,0.22218856576269963,1.7873161436240979,NA,NA,NA,-0.587734612428191,-0.9438359404918598,-0.4144745570001147,-0.6907569913139554,-0.36141275728348593,NA,NA,0.47977319039600014,0.04416910979567472,-1.1003680666758135,0.22604267988588697,0.309755413648508
